Location,Sex or gender,Age at divorce,Indicator,Unit Of Measure,VALUE
Ontario,Males,Under 20 years,Number of divorces,Number,3.0
Ontario,Males,20 to 24 years,Number of divorces,Number,996.0
Ontario,Males,25 to 29 years,Number of divorces,Number,4557.0
Ontario,Males,30 to 34 years,Number of divorces,Number,5874.0
Ontario,Males,35 to 39 years,Number of divorces,Number,4464.0
Ontario,Males,40 to 44 years,Number of divorces,Number,2910.0
Ontario,Males,45 to 49 years,Number of divorces,Number,2058.0
Ontario,Males,50 to 54 years,Number of divorces,Number,1437.0
Ontario,Males,55 to 59 years,Number of divorces,Number,873.0
Ontario,Males,60 to 64 years,Number of divorces,Number,432.0
Ontario,Males,65 years and over,Number of divorces,Number,363.0
Ontario,Females,All ages,Number of divorces,Number,23967.0
Ontario,Females,Under 20 years,Number of divorces,Number,57.0
Ontario,Females,20 to 24 years,Number of divorces,Number,2433.0
Ontario,Females,25 to 29 years,Number of divorces,Number,6057.0
Ontario,Females,30 to 34 years,Number of divorces,Number,5463.0
Ontario,Females,35 to 39 years,Number of divorces,Number,3774.0
Ontario,Females,40 to 44 years,Number of divorces,Number,2475.0
Ontario,Females,45 to 49 years,Number of divorces,Number,1557.0
Ontario,Females,50 to 54 years,Number of divorces,Number,1029.0
Ontario,Females,55 to 59 years,Number of divorces,Number,597.0
Ontario,Females,60 to 64 years,Number of divorces,Number,309.0
Ontario,Females,65 years and over,Number of divorces,Number,216.0
Ontario,Both sexes,All ages,Number of divorces,Number,46653.0
Ontario,Both sexes,Under 20 years,Number of divorces,Number,69.0
Ontario,Both sexes,20 to 24 years,Number of divorces,Number,2934.0
Ontario,Both sexes,25 to 29 years,Number of divorces,Number,10119.0
Ontario,Both sexes,30 to 34 years,Number of divorces,Number,10848.0
Ontario,Both sexes,35 to 39 years,Number of divorces,Number,8505.0
Ontario,Both sexes,40 to 44 years,Number of divorces,Number,5496.0
Ontario,Both sexes,45 to 49 years,Number of divorces,Number,3609.0
Ontario,Both sexes,50 to 54 years,Number of divorces,Number,2391.0
Ontario,Both sexes,55 to 59 years,Number of divorces,Number,1470.0
Ontario,Both sexes,60 to 64 years,Number of divorces,Number,729.0
Ontario,Both sexes,65 years and over,Number of divorces,Number,486.0
Ontario,Males,All ages,Number of divorces,Number,23328.0
Ontario,Males,Under 20 years,Number of divorces,Number,9.0
Ontario,Males,20 to 24 years,Number of divorces,Number,825.0
Ontario,Males,25 to 29 years,Number of divorces,Number,4350.0
Ontario,Males,30 to 34 years,Number of divorces,Number,5556.0
Ontario,Males,35 to 39 years,Number of divorces,Number,4503.0
Ontario,Males,40 to 44 years,Number of divorces,Number,3021.0
Ontario,Males,45 to 49 years,Number of divorces,Number,2067.0
Ontario,Males,50 to 54 years,Number of divorces,Number,1389.0
Ontario,Males,55 to 59 years,Number of divorces,Number,843.0
Ontario,Males,60 to 64 years,Number of divorces,Number,450.0
Ontario,Males,65 years and over,Number of divorces,Number,315.0
Ontario,Females,All ages,Number of divorces,Number,23325.0
Ontario,Females,Under 20 years,Number of divorces,Number,60.0
Ontario,Females,20 to 24 years,Number of divorces,Number,2109.0
Ontario,Females,25 to 29 years,Number of divorces,Number,5769.0
Ontario,Females,30 to 34 years,Number of divorces,Number,5289.0
Ontario,Females,35 to 39 years,Number of divorces,Number,4002.0
Ontario,Females,40 to 44 years,Number of divorces,Number,2475.0
Ontario,Females,45 to 49 years,Number of divorces,Number,1542.0
Ontario,Females,50 to 54 years,Number of divorces,Number,1002.0
Ontario,Females,55 to 59 years,Number of divorces,Number,627.0
Ontario,Females,60 to 64 years,Number of divorces,Number,279.0
Ontario,Females,65 years and over,Number of divorces,Number,171.0
Ontario,Both sexes,All ages,Number of divorces,Number,43782.0
Ontario,Both sexes,Under 20 years,Number of divorces,Number,54.0
Ontario,Both sexes,20 to 24 years,Number of divorces,Number,2625.0
Ontario,Both sexes,25 to 29 years,Number of divorces,Number,8832.0
Ontario,Both sexes,30 to 34 years,Number of divorces,Number,10047.0
Ontario,Both sexes,35 to 39 years,Number of divorces,Number,8133.0
Ontario,Both sexes,40 to 44 years,Number of divorces,Number,5484.0
Ontario,Both sexes,45 to 49 years,Number of divorces,Number,3588.0
Ontario,Both sexes,50 to 54 years,Number of divorces,Number,2325.0
Ontario,Both sexes,55 to 59 years,Number of divorces,Number,1422.0
Ontario,Both sexes,60 to 64 years,Number of divorces,Number,792.0
Ontario,Both sexes,65 years and over,Number of divorces,Number,480.0
Ontario,Males,All ages,Number of divorces,Number,21891.0
Ontario,Males,Under 20 years,Number of divorces,Number,6.0
Ontario,Males,20 to 24 years,Number of divorces,Number,741.0
Ontario,Males,25 to 29 years,Number of divorces,Number,3786.0
Ontario,Males,30 to 34 years,Number of divorces,Number,5049.0
Ontario,Males,35 to 39 years,Number of divorces,Number,4332.0
Ontario,Males,40 to 44 years,Number of divorces,Number,2913.0
Ontario,Males,45 to 49 years,Number of divorces,Number,2076.0
Ontario,Males,50 to 54 years,Number of divorces,Number,1362.0
Ontario,Males,55 to 59 years,Number of divorces,Number,852.0
Ontario,Males,60 to 64 years,Number of divorces,Number,468.0
Ontario,Males,65 years and over,Number of divorces,Number,306.0
Ontario,Females,All ages,Number of divorces,Number,21891.0
Ontario,Females,Under 20 years,Number of divorces,Number,48.0
Ontario,Females,20 to 24 years,Number of divorces,Number,1884.0
Ontario,Females,25 to 29 years,Number of divorces,Number,5046.0
Ontario,Females,30 to 34 years,Number of divorces,Number,4998.0
Ontario,Females,35 to 39 years,Number of divorces,Number,3801.0
Ontario,Females,40 to 44 years,Number of divorces,Number,2571.0
Ontario,Females,45 to 49 years,Number of divorces,Number,1512.0
Ontario,Females,50 to 54 years,Number of divorces,Number,963.0
Ontario,Females,55 to 59 years,Number of divorces,Number,570.0
Ontario,Females,60 to 64 years,Number of divorces,Number,324.0
Ontario,Females,65 years and over,Number of divorces,Number,174.0
Ontario,Both sexes,All ages,Number of divorces,Number,42381.0
Ontario,Both sexes,Under 20 years,Number of divorces,Number,33.0
Ontario,Both sexes,20 to 24 years,Number of divorces,Number,2154.0
Ontario,Both sexes,25 to 29 years,Number of divorces,Number,8307.0
Ontario,Both sexes,30 to 34 years,Number of divorces,Number,9816.0
Ontario,Both sexes,35 to 39 years,Number of divorces,Number,8262.0
Ontario,Both sexes,40 to 44 years,Number of divorces,Number,5409.0
Ontario,Both sexes,45 to 49 years,Number of divorces,Number,3483.0
Ontario,Both sexes,50 to 54 years,Number of divorces,Number,2286.0
Ontario,Both sexes,55 to 59 years,Number of divorces,Number,1371.0
Ontario,Both sexes,60 to 64 years,Number of divorces,Number,720.0
Ontario,Both sexes,65 years and over,Number of divorces,Number,540.0
Ontario,Males,All ages,Number of divorces,Number,21192.0
Ontario,Males,Under 20 years,Number of divorces,Number,3.0
Ontario,Males,20 to 24 years,Number of divorces,Number,585.0
Ontario,Males,25 to 29 years,Number of divorces,Number,3468.0
Ontario,Males,30 to 34 years,Number of divorces,Number,4938.0
Ontario,Males,35 to 39 years,Number of divorces,Number,4374.0
Ontario,Males,40 to 44 years,Number of divorces,Number,2934.0
Ontario,Males,45 to 49 years,Number of divorces,Number,1965.0
Ontario,Males,50 to 54 years,Number of divorces,Number,1308.0
Ontario,Males,55 to 59 years,Number of divorces,Number,831.0
Ontario,Males,60 to 64 years,Number of divorces,Number,435.0
Ontario,Males,65 years and over,Number of divorces,Number,351.0
Ontario,Females,All ages,Number of divorces,Number,21189.0
Ontario,Females,Under 20 years,Number of divorces,Number,30.0
Ontario,Females,20 to 24 years,Number of divorces,Number,1569.0
Ontario,Females,25 to 29 years,Number of divorces,Number,4839.0
Ontario,Females,30 to 34 years,Number of divorces,Number,4878.0
Ontario,Females,35 to 39 years,Number of divorces,Number,3888.0
Ontario,Females,40 to 44 years,Number of divorces,Number,2475.0
Ontario,Females,45 to 49 years,Number of divorces,Number,1518.0
Ontario,Females,50 to 54 years,Number of divorces,Number,978.0
Ontario,Females,55 to 59 years,Number of divorces,Number,540.0
Ontario,Females,60 to 64 years,Number of divorces,Number,285.0
Ontario,Females,65 years and over,Number of divorces,Number,189.0
Ontario,Both sexes,All ages,Number of divorces,Number,54177.0
Ontario,Both sexes,Under 20 years,Number of divorces,Number,48.0
Ontario,Both sexes,20 to 24 years,Number of divorces,Number,2781.0
Ontario,Both sexes,25 to 29 years,Number of divorces,Number,10629.0
Ontario,Both sexes,30 to 34 years,Number of divorces,Number,12174.0
Ontario,Both sexes,35 to 39 years,Number of divorces,Number,10038.0
Ontario,Both sexes,40 to 44 years,Number of divorces,Number,7056.0
Ontario,Both sexes,45 to 49 years,Number of divorces,Number,4710.0
Ontario,Both sexes,50 to 54 years,Number of divorces,Number,3096.0
Ontario,Both sexes,55 to 59 years,Number of divorces,Number,1905.0
Ontario,Both sexes,60 to 64 years,Number of divorces,Number,1005.0
Ontario,Both sexes,65 years and over,Number of divorces,Number,735.0
Ontario,Males,All ages,Number of divorces,Number,27087.0
Ontario,Males,Under 20 years,Number of divorces,Number,6.0
Ontario,Males,20 to 24 years,Number of divorces,Number,753.0
Ontario,Males,25 to 29 years,Number of divorces,Number,4503.0
Ontario,Males,30 to 34 years,Number of divorces,Number,6114.0
Ontario,Males,35 to 39 years,Number of divorces,Number,5346.0
Ontario,Males,40 to 44 years,Number of divorces,Number,3741.0
Ontario,Males,45 to 49 years,Number of divorces,Number,2595.0
Ontario,Males,50 to 54 years,Number of divorces,Number,1824.0
Ontario,Males,55 to 59 years,Number of divorces,Number,1140.0
Ontario,Males,60 to 64 years,Number of divorces,Number,594.0
Ontario,Males,65 years and over,Number of divorces,Number,471.0
Ontario,Females,All ages,Number of divorces,Number,27090.0
Ontario,Females,Under 20 years,Number of divorces,Number,42.0
Ontario,Females,20 to 24 years,Number of divorces,Number,2028.0
Ontario,Females,25 to 29 years,Number of divorces,Number,6126.0
Ontario,Females,30 to 34 years,Number of divorces,Number,6060.0
Ontario,Females,35 to 39 years,Number of divorces,Number,4692.0
Ontario,Females,40 to 44 years,Number of divorces,Number,3315.0
Ontario,Females,45 to 49 years,Number of divorces,Number,2115.0
Ontario,Females,50 to 54 years,Number of divorces,Number,1272.0
Ontario,Females,55 to 59 years,Number of divorces,Number,765.0
Ontario,Females,60 to 64 years,Number of divorces,Number,411.0
Ontario,Females,65 years and over,Number of divorces,Number,264.0
Ontario,Both sexes,All ages,Number of divorces,Number,78870.0
Ontario,Both sexes,Under 20 years,Number of divorces,Number,69.0
Ontario,Both sexes,20 to 24 years,Number of divorces,Number,4305.0
Ontario,Both sexes,25 to 29 years,Number of divorces,Number,15051.0
Ontario,Both sexes,30 to 34 years,Number of divorces,Number,17787.0
Ontario,Both sexes,35 to 39 years,Number of divorces,Number,15174.0
Ontario,Both sexes,40 to 44 years,Number of divorces,Number,11418.0
Ontario,Both sexes,45 to 49 years,Number of divorces,Number,6618.0
Ontario,Both sexes,50 to 54 years,Number of divorces,Number,3948.0
Ontario,Both sexes,55 to 59 years,Number of divorces,Number,2325.0
Ontario,Both sexes,60 to 64 years,Number of divorces,Number,1242.0
Ontario,Both sexes,65 years and over,Number of divorces,Number,933.0
Ontario,Males,All ages,Number of divorces,Number,39435.0
Ontario,Males,Under 20 years,Number of divorces,Number,12.0
Ontario,Males,20 to 24 years,Number of divorces,Number,1212.0
Ontario,Males,25 to 29 years,Number of divorces,Number,6456.0
Ontario,Males,30 to 34 years,Number of divorces,Number,8778.0
Ontario,Males,35 to 39 years,Number of divorces,Number,7926.0
Ontario,Males,40 to 44 years,Number of divorces,Number,6129.0
Ontario,Males,45 to 49 years,Number of divorces,Number,3792.0
Ontario,Males,50 to 54 years,Number of divorces,Number,2352.0
Ontario,Males,55 to 59 years,Number of divorces,Number,1455.0
Ontario,Males,60 to 64 years,Number of divorces,Number,732.0
Ontario,Males,65 years and over,Number of divorces,Number,591.0
Ontario,Females,All ages,Number of divorces,Number,39435.0
Ontario,Females,Under 20 years,Number of divorces,Number,57.0
Ontario,Females,20 to 24 years,Number of divorces,Number,3093.0
Ontario,Females,25 to 29 years,Number of divorces,Number,8595.0
Ontario,Females,30 to 34 years,Number of divorces,Number,9009.0
Ontario,Females,35 to 39 years,Number of divorces,Number,7248.0
Ontario,Females,40 to 44 years,Number of divorces,Number,5289.0
Ontario,Females,45 to 49 years,Number of divorces,Number,2826.0
Ontario,Females,50 to 54 years,Number of divorces,Number,1596.0
Ontario,Females,55 to 59 years,Number of divorces,Number,870.0
Ontario,Females,60 to 64 years,Number of divorces,Number,510.0
Ontario,Females,65 years and over,Number of divorces,Number,342.0
Ontario,Both sexes,All ages,Number of divorces,Number,65634.0
Ontario,Both sexes,Under 20 years,Number of divorces,Number,84.0
Ontario,Both sexes,20 to 24 years,Number of divorces,Number,3387.0
Ontario,Both sexes,25 to 29 years,Number of divorces,Number,12204.0
Ontario,Both sexes,30 to 34 years,Number of divorces,Number,14322.0
Ontario,Both sexes,35 to 39 years,Number of divorces,Number,12303.0
Ontario,Both sexes,40 to 44 years,Number of divorces,Number,9735.0
Ontario,Both sexes,45 to 49 years,Number of divorces,Number,5922.0
Ontario,Both sexes,50 to 54 years,Number of divorces,Number,3525.0
Ontario,Both sexes,55 to 59 years,Number of divorces,Number,2106.0
Ontario,Both sexes,60 to 64 years,Number of divorces,Number,1110.0
Ontario,Both sexes,65 years and over,Number of divorces,Number,936.0
Ontario,Males,All ages,Number of divorces,Number,32817.0
Ontario,Males,Under 20 years,Number of divorces,Number,9.0
Ontario,Males,20 to 24 years,Number of divorces,Number,996.0
Ontario,Males,25 to 29 years,Number of divorces,Number,5148.0
Ontario,Males,30 to 34 years,Number of divorces,Number,7116.0
Ontario,Males,35 to 39 years,Number of divorces,Number,6390.0
Ontario,Males,40 to 44 years,Number of divorces,Number,5217.0
Ontario,Males,45 to 49 years,Number of divorces,Number,3306.0
Ontario,Males,50 to 54 years,Number of divorces,Number,2076.0
Ontario,Males,55 to 59 years,Number of divorces,Number,1293.0
Ontario,Males,60 to 64 years,Number of divorces,Number,684.0
Ontario,Males,65 years and over,Number of divorces,Number,582.0
Ontario,Females,All ages,Number of divorces,Number,32817.0
Ontario,Females,Under 20 years,Number of divorces,Number,75.0
Ontario,Females,20 to 24 years,Number of divorces,Number,2391.0
Ontario,Females,25 to 29 years,Number of divorces,Number,7056.0
Ontario,Females,30 to 34 years,Number of divorces,Number,7206.0
Ontario,Females,35 to 39 years,Number of divorces,Number,5913.0
Ontario,Females,40 to 44 years,Number of divorces,Number,4518.0
Ontario,Females,45 to 49 years,Number of divorces,Number,2616.0
Ontario,Females,50 to 54 years,Number of divorces,Number,1449.0
Ontario,Females,55 to 59 years,Number of divorces,Number,813.0
Ontario,Females,60 to 64 years,Number of divorces,Number,426.0
Ontario,Females,65 years and over,Number of divorces,Number,354.0
Ontario,Both sexes,All ages,Number of divorces,Number,63114.0
Ontario,Both sexes,Under 20 years,Number of divorces,Number,51.0
Ontario,Both sexes,20 to 24 years,Number of divorces,Number,3054.0
Ontario,Both sexes,25 to 29 years,Number of divorces,Number,11544.0
Ontario,Both sexes,30 to 34 years,Number of divorces,Number,13617.0
Ontario,Both sexes,35 to 39 years,Number of divorces,Number,11760.0
Ontario,Both sexes,40 to 44 years,Number of divorces,Number,9618.0
Ontario,Both sexes,45 to 49 years,Number of divorces,Number,5895.0
Ontario,Both sexes,50 to 54 years,Number of divorces,Number,3405.0
Ontario,Both sexes,55 to 59 years,Number of divorces,Number,2124.0
